label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
60,1147,1356,452,313,DC97592_glare.jpg,3000,4000
60,409,2072,139,103,DC97592_glare.jpg,3000,4000
120,388,2260,148,125,DC97592_glare.jpg,3000,4000
100,635,2063,151,109,DC97592_glare.jpg,3000,4000
300,627,2275,154,103,DC97592_glare.jpg,3000,4000
130,855,2071,170,101,DC97592_glare.jpg,3000,4000
500,855,2275,154,106,DC97592_glare.jpg,3000,4000
160,1096,2071,154,106,DC97592_glare.jpg,3000,4000
700,1104,2275,154,98,DC97592_glare.jpg,3000,4000
180,1342,2079,154,82,DC97592_glare.jpg,3000,4000
900,1324,2278,172,98,DC97592_glare.jpg,3000,4000
200,1557,2077,170,85,DC97592_glare.jpg,3000,4000
1100,1554,2268,201,127,DC97592_glare.jpg,3000,4000
220,1798,2077,162,87,DC97592_glare.jpg,3000,4000
1300,1790,2270,183,101,DC97592_glare.jpg,3000,4000
240C,2015,2061,236,111,DC97592_glare.jpg,3000,4000
1600W,2023,2270,252,114,DC97592_glare.jpg,3000,4000
Fry,335,1647,170,106,DC97592_glare.jpg,3000,4000
Deep fry,2018,1651,443,100,DC97592_glare.jpg,3000,4000
###,305,1531,231,111,DC97592_glare.jpg,3000,4000
###,2090,1531,246,115,DC97592_glare.jpg,3000,4000
